id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
32568130,219517861,Manhattan,Murray Hill,Entire home/apt,257,2,8,2.03,108
32568567,219517861,Manhattan,Murray Hill,Entire home/apt,243,2,4,1.35,140
32569486,239139334,Queens,Bayside,Private room,39,1,16,3.61,142
32569915,196613633,Brooklyn,Fort Greene,Private room,95,5,0,,0
32570179,5409243,Manhattan,Harlem,Private room,65,2,6,1.59,1
32570888,66813379,Brooklyn,Crown Heights,Entire home/apt,165,2,11,2.75,269
32570893,13733669,Manhattan,Harlem,Private room,59,4,7,1.59,0
32571267,201015598,Brooklyn,Bedford-Stuyvesant,Shared room,35,1,2,0.75,49
32572058,137274917,Manhattan,Hell's Kitchen,Private room,115,1,16,3.75,217
32572192,6701890,Brooklyn,Greenpoint,Entire home/apt,350,2,0,,76
32572203,137274917,Manhattan,Hell's Kitchen,Private room,105,1,14,3.62,241
32572929,73049484,Brooklyn,Crown Heights,Entire home/apt,100,44,0,,53
32573252,2115395,Queens,Long Island City,Entire home/apt,107,31,2,0.9,133
32573359,219517861,Manhattan,Murray Hill,Entire home/apt,308,2,6,1.55,81
32574380,244804004,Brooklyn,Greenpoint,Entire home/apt,99,4,10,2.36,19
32574801,244808289,Queens,Jamaica,Private room,50,3,0,,74
32575481,81534306,Manhattan,Washington Heights,Private room,70,1,0,,0
32575528,137358866,Queens,Woodside,Private room,43,30,0,,215
32575757,244817841,Brooklyn,East New York,Private room,35,7,4,1.19,260
32576739,168704622,Queens,Rosedale,Entire home/apt,300,2,4,0.97,364
32577223,48194192,Brooklyn,Clinton Hill,Entire home/apt,395,4,2,0.64,0
32581701,65407018,Brooklyn,Greenpoint,Private room,105,1,3,2.43,349
32584290,131298733,Manhattan,Upper East Side,Private room,80,2,1,0.3,0
32586373,244906527,Brooklyn,Williamsburg,Entire home/apt,120,2,15,3.52,292
32587410,46081317,Queens,Astoria,Private room,48,20,2,0.91,0
32587861,50321289,Brooklyn,Bedford-Stuyvesant,Private room,51,3,5,1.52,0
32587884,244920495,Manhattan,Little Italy,Entire home/apt,120,60,1,0.39,37
32587918,211549023,Manhattan,Midtown,Entire home/apt,260,2,2,1.13,259
32587983,187419882,Manhattan,Harlem,Private room,82,2,4,0.94,90
32588761,27295569,Brooklyn,Brighton Beach,Private room,45,1,5,1.18,351
32589600,215778245,Queens,Corona,Shared room,23,1,8,2.12,308
32589616,235990293,Manhattan,Washington Heights,Private room,37,4,4,1.05,88
32590546,47518701,Brooklyn,Gowanus,Entire home/apt,115,3,1,0.26,0
32590674,219517861,Manhattan,Murray Hill,Entire home/apt,300,2,5,1.17,58
32590792,219517861,Manhattan,Murray Hill,Entire home/apt,316,2,5,1.17,76
32590874,219517861,Manhattan,Murray Hill,Entire home/apt,228,2,4,1.12,133
32591286,19303369,Queens,Elmhurst,Private room,32,30,0,,0
32591885,32788431,Manhattan,East Harlem,Private room,79,2,14,3.56,97
32592405,242816206,Bronx,Longwood,Private room,75,2,0,,361
32592596,19638146,Manhattan,SoHo,Private room,95,1,17,5.37,74
32592881,244973445,Brooklyn,Bushwick,Private room,100,1,0,,35
32593295,244977552,Manhattan,Upper East Side,Entire home/apt,225,3,0,,166
32595081,19807856,Brooklyn,Clinton Hill,Entire home/apt,200,2,6,2.5,76
32595351,13615300,Manhattan,Harlem,Entire home/apt,160,2,4,0.94,0
32595489,245002893,Queens,Rosedale,Private room,42,5,2,0.9,178
32595490,245003299,Bronx,Clason Point,Entire home/apt,95,2,27,8.62,153
32595900,156381151,Manhattan,East Village,Private room,90,2,6,1.7,0
32602726,244804004,Brooklyn,Greenpoint,Private room,89,2,3,0.9,5
32607488,244817841,Brooklyn,East New York,Private room,35,180,0,,189
32608044,11785148,Brooklyn,Flatbush,Entire home/apt,83,14,1,0.3,163
32608451,97417890,Manhattan,Kips Bay,Entire home/apt,349,1,1,0.23,355
32609815,8714863,Brooklyn,Crown Heights,Entire home/apt,90,3,20,4.96,2
32610653,7831200,Queens,Maspeth,Entire home/apt,100,1,13,3.28,183
32610834,12132369,Manhattan,Kips Bay,Entire home/apt,150,7,0,,9
32611321,27287203,Manhattan,Upper West Side,Private room,80,1,42,13.13,16
32611480,218407281,Manhattan,East Harlem,Private room,75,2,3,1.17,332
32611643,15034908,Manhattan,Harlem,Entire home/apt,278,3,4,0.99,133
32611927,17558599,Brooklyn,Prospect Heights,Entire home/apt,150,2,4,0.98,5
32611977,245160359,Bronx,Belmont,Private room,40,2,28,6.72,84
32612264,489448,Brooklyn,Bushwick,Private room,65,5,8,2.09,100
32612266,82326716,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,1,5,1.53,6
32612731,61524764,Manhattan,Upper East Side,Entire home/apt,199,1,20,5.17,49
32613384,139145066,Brooklyn,East New York,Entire home/apt,106,1,33,7.56,15
32613752,59089761,Brooklyn,Williamsburg,Private room,55,30,0,,87
32616111,51596474,Brooklyn,Gravesend,Shared room,28,9,2,0.55,0
32616255,245206417,Manhattan,Hell's Kitchen,Entire home/apt,132,10,9,2.45,174
32616393,244817841,Brooklyn,East New York,Private room,35,7,12,3.1,247
32616616,6895494,Brooklyn,Bedford-Stuyvesant,Private room,29,3,5,1.74,18
32617384,244817841,Brooklyn,East New York,Private room,35,7,7,1.75,252
32617393,15764988,Brooklyn,Bushwick,Entire home/apt,100,3,5,1.17,326
32617641,244817841,Brooklyn,East New York,Private room,42,7,1,0.64,98
32617897,215891351,Brooklyn,Bushwick,Private room,43,2,17,4.05,68
32618476,72234136,Queens,Astoria,Private room,100,1,11,2.89,124
32618577,244817841,Brooklyn,East New York,Private room,35,7,5,1.33,116
32618640,244817841,Brooklyn,East New York,Private room,40,7,8,2.05,198
32618716,244817841,Brooklyn,East New York,Private room,38,7,6,1.64,301
32619108,244817841,Brooklyn,East New York,Private room,40,7,5,1.95,247
32620347,43044876,Queens,Elmhurst,Private room,35,29,3,0.87,2
32628641,79567015,Bronx,Mott Haven,Private room,60,1,1,0.33,90
32633622,27736765,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,100,0,,0
32634041,244964029,Queens,Far Rockaway,Entire home/apt,147,4,20,4.92,107
32634220,200261161,Manhattan,Upper West Side,Private room,80,1,16,3.64,0
32634232,5409243,Manhattan,Harlem,Entire home/apt,135,3,1,0.41,3
32634265,219517861,Manhattan,Financial District,Entire home/apt,484,2,8,2.0,247
32634304,219517861,Manhattan,Financial District,Entire home/apt,211,2,15,4.21,325
32634435,219517861,Manhattan,Financial District,Entire home/apt,388,2,9,2.35,262
32634514,219517861,Manhattan,Financial District,Entire home/apt,407,2,9,2.18,294
32634671,219517861,Manhattan,Financial District,Entire home/apt,425,2,5,1.18,311
32634720,219517861,Manhattan,Financial District,Entire home/apt,432,2,3,1.11,323
32634839,219517861,Manhattan,Financial District,Entire home/apt,205,2,8,2.64,327
32634874,219517861,Manhattan,Financial District,Entire home/apt,248,2,7,2.59,294
32634964,219517861,Manhattan,Financial District,Entire home/apt,396,2,6,1.8,323
32635018,219517861,Manhattan,Financial District,Entire home/apt,376,2,10,2.46,276
32635385,6790993,Brooklyn,Bedford-Stuyvesant,Private room,93,1,0,,77
32635569,3002665,Brooklyn,Williamsburg,Shared room,125,1,1,0.54,365
32635717,219517861,Manhattan,Financial District,Entire home/apt,230,2,6,1.98,297
32635722,219517861,Manhattan,Financial District,Entire home/apt,416,2,7,1.72,338
32636472,236908324,Manhattan,Washington Heights,Private room,50,1,22,5.41,24
32636494,3901955,Manhattan,Harlem,Entire home/apt,134,7,0,,9
32636654,160618190,Queens,Jamaica,Entire home/apt,129,30,0,,348
32636982,245369413,Bronx,Parkchester,Entire home/apt,93,5,1,0.23,306
32637632,2603586,Manhattan,Harlem,Private room,150,2,0,,6
32638547,16866694,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,1,13,3.86,13
32638687,225087238,Brooklyn,Williamsburg,Entire home/apt,235,5,13,2.98,153
32638774,72166833,Manhattan,Washington Heights,Private room,51,3,0,,13
32639119,161985273,Brooklyn,Prospect-Lefferts Gardens,Private room,45,3,7,3.13,43
32640244,245399415,Queens,Astoria,Entire home/apt,180,1,12,2.98,82
32640289,16098958,Manhattan,Hell's Kitchen,Entire home/apt,202,30,1,0.77,327
32640768,123810965,Manhattan,Harlem,Private room,50,1,13,3.22,168
32641909,48146336,Manhattan,Hell's Kitchen,Entire home/apt,160,30,1,0.58,332
32641991,227520154,Brooklyn,Williamsburg,Private room,65,4,0,,280
32642131,242594287,Manhattan,Hell's Kitchen,Private room,90,3,2,0.48,66
32642886,195509478,Queens,Maspeth,Private room,50,1,0,,62
32642930,54645176,Manhattan,East Village,Private room,220,3,1,0.23,0
32643109,200261161,Manhattan,Upper West Side,Private room,67,1,22,5.64,38
32643370,10113653,Brooklyn,Bushwick,Private room,45,2,5,1.55,9
32643993,160356,Manhattan,East Village,Entire home/apt,250,1,5,1.47,233
32644251,7335887,Queens,Glendale,Entire home/apt,190,4,7,2.28,70
32644865,229637274,Queens,Elmhurst,Private room,42,1,6,3.05,0
32645984,6410979,Brooklyn,Bedford-Stuyvesant,Entire home/apt,109,2,5,1.24,0
32646039,137358866,Queens,Woodside,Private room,50,30,0,,94
32646882,102221050,Manhattan,Hell's Kitchen,Private room,150,1,16,4.17,255
32653951,148960265,Manhattan,Marble Hill,Private room,40,3,0,,308
32655597,12247755,Manhattan,Upper West Side,Entire home/apt,150,14,3,0.98,0
32655912,1284729,Manhattan,Upper East Side,Entire home/apt,137,7,1,0.33,12
32657400,231870747,Manhattan,Harlem,Private room,44,14,2,1.71,0
32657797,245474906,Manhattan,East Harlem,Entire home/apt,350,3,8,2.18,318
32661291,2521127,Manhattan,Upper West Side,Private room,275,2,13,3.15,233
32661706,139306955,Queens,Forest Hills,Entire home/apt,150,5,3,0.99,75
32661869,52835849,Brooklyn,Bushwick,Private room,60,7,0,,332
32661875,75011143,Manhattan,Hell's Kitchen,Entire home/apt,125,3,9,2.13,191
32662408,219517861,Manhattan,Murray Hill,Entire home/apt,174,29,0,,312
32663202,64433748,Manhattan,Chelsea,Shared room,65,1,19,4.45,208
32663403,219517861,Manhattan,Murray Hill,Entire home/apt,192,29,0,,329
32663836,319842,Manhattan,East Village,Private room,185,2,0,,26
32664187,25575398,Brooklyn,Crown Heights,Private room,70,5,3,0.9,9
32664246,112173787,Manhattan,East Harlem,Entire home/apt,166,2,2,0.65,0
32664528,57007752,Queens,Long Island City,Private room,55,2,15,3.88,114
32664634,194804585,Queens,Jackson Heights,Private room,55,3,4,4.0,61
32664976,245013643,Manhattan,Gramercy,Entire home/apt,130,30,0,,342
32664982,8498596,Brooklyn,Williamsburg,Private room,95,2,14,3.44,32
32666157,776290,Manhattan,East Village,Entire home/apt,115,3,1,0.25,5
32666523,241280089,Manhattan,Washington Heights,Private room,37,15,0,,350
32666534,23388169,Brooklyn,Prospect Heights,Entire home/apt,350,4,3,1.11,82
32667705,229566046,Brooklyn,Williamsburg,Entire home/apt,506,1,8,2.18,134
32667711,219517861,Manhattan,Murray Hill,Entire home/apt,165,29,1,0.59,342
32667713,219517861,Manhattan,Murray Hill,Entire home/apt,160,29,1,0.63,345
32668712,521964,Brooklyn,Bedford-Stuyvesant,Entire home/apt,650,1,22,5.41,307
32668812,88437224,Brooklyn,Sunset Park,Private room,40,2,0,,0
32668900,11821104,Manhattan,Chelsea,Entire home/apt,200,5,0,,9
32668910,8960858,Brooklyn,Crown Heights,Entire home/apt,102,3,7,1.72,4
32669067,102325214,Manhattan,Theater District,Entire home/apt,359,5,10,2.42,2
32669154,225322104,Brooklyn,Bedford-Stuyvesant,Entire home/apt,190,1,5,1.47,351
32669305,174804937,Manhattan,Upper West Side,Entire home/apt,150,1,0,,0
32670147,186252061,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,0,,32
32670621,245655016,Brooklyn,Canarsie,Entire home/apt,168,1,10,2.46,83
32670715,105956343,Brooklyn,Sheepshead Bay,Entire home/apt,125,2,13,3.98,0
32671362,44513798,Brooklyn,Bedford-Stuyvesant,Private room,40,2,0,,0
32671733,10219283,Manhattan,Hell's Kitchen,Entire home/apt,170,1,4,1.01,3
32672719,245564705,Brooklyn,Brighton Beach,Private room,85,1,18,4.43,222
32672993,2238256,Manhattan,Chinatown,Private room,128,13,0,,91
32673942,139591030,Manhattan,Morningside Heights,Entire home/apt,150,5,1,0.28,0
32674139,48438698,Manhattan,Upper East Side,Entire home/apt,125,3,6,1.51,42
32675657,83717038,Brooklyn,Greenpoint,Entire home/apt,95,2,7,1.89,14
32675979,244559229,Manhattan,Chelsea,Private room,100,1,9,3.42,275
32676082,244559229,Manhattan,Chelsea,Private room,100,1,4,1.85,323
32676112,214738765,Queens,Richmond Hill,Private room,58,1,16,4.44,129
32676180,244559229,Manhattan,Chelsea,Private room,100,1,22,7.67,315
32676181,244559229,Manhattan,Chelsea,Private room,100,1,22,9.85,319
32676185,244559229,Manhattan,Chelsea,Private room,100,1,0,,245
32676186,244559229,Manhattan,Chelsea,Private room,100,1,3,1.8,269
32676189,244559229,Manhattan,Chelsea,Private room,100,1,4,1.69,317
32676190,244559229,Manhattan,Chelsea,Private room,100,1,1,0.68,324
32678246,244559229,Manhattan,Chelsea,Private room,100,1,17,7.08,324
32678718,244361589,Manhattan,Theater District,Private room,499,1,0,,293
32678719,244361589,Manhattan,Theater District,Private room,100,1,156,58.5,299
32678720,244361589,Manhattan,Theater District,Private room,199,1,82,27.95,299
32678721,244361589,Manhattan,Theater District,Private room,100,1,38,14.62,295
32678723,244361589,Manhattan,Theater District,Private room,100,1,6,2.61,289
32678724,244361589,Manhattan,Theater District,Private room,249,1,0,,278
32678725,244361589,Manhattan,Theater District,Private room,249,1,22,7.59,283
32678726,244361589,Manhattan,Theater District,Private room,100,1,1,0.45,299
32678727,244361589,Manhattan,Theater District,Private room,249,1,0,,298
32681408,245314318,Manhattan,Upper West Side,Private room,209,1,6,2.81,288
32681548,245314318,Manhattan,Upper West Side,Private room,250,1,1,0.45,281
32681549,245314318,Manhattan,Upper West Side,Private room,305,1,0,,271
32681551,245314318,Manhattan,Upper West Side,Private room,230,1,1,0.88,288
32681559,245314318,Manhattan,Upper West Side,Private room,325,1,0,,259
32681564,245314318,Manhattan,Upper West Side,Private room,280,1,0,,275
32681565,245314318,Manhattan,Upper West Side,Private room,275,1,0,,281
32681579,245314318,Manhattan,Upper West Side,Private room,220,1,0,,284
32681581,245314318,Manhattan,Upper West Side,Private room,230,1,2,0.74,252
32681584,245314318,Manhattan,Upper West Side,Private room,350,1,0,,282
32683419,244370442,Manhattan,Theater District,Private room,324,1,5,1.85,363
32683422,244370442,Manhattan,Theater District,Private room,379,1,10,4.55,353
32683430,244370442,Manhattan,Theater District,Private room,299,1,20,7.69,362
32683433,244370442,Manhattan,Theater District,Private room,359,1,4,1.54,358
32683537,244370442,Manhattan,Theater District,Private room,304,1,6,2.54,351
32687805,67449621,Brooklyn,Crown Heights,Entire home/apt,146,28,2,0.77,24
32691375,245324803,Manhattan,Chelsea,Entire home/apt,149,2,9,2.31,129
32692224,1623509,Manhattan,Harlem,Entire home/apt,73,7,1,0.61,43
32694705,242962235,Queens,Ridgewood,Private room,42,30,1,0.79,37
32694901,242962235,Queens,Ridgewood,Private room,42,30,2,0.86,225
32695204,144653854,Staten Island,Arrochar,Entire home/apt,150,2,12,3.79,85
32695489,244746656,Manhattan,Midtown,Entire home/apt,840,1,0,,4
32695731,244746656,Manhattan,Midtown,Entire home/apt,315,1,0,,3
32695762,244746656,Manhattan,Midtown,Entire home/apt,315,1,0,,3
32695800,244746656,Manhattan,Midtown,Entire home/apt,315,1,0,,3
32696766,228235742,Manhattan,East Village,Private room,100,1,0,,0
32696852,244182582,Manhattan,Lower East Side,Private room,74,30,0,,332
32697000,228184534,Brooklyn,Williamsburg,Private room,45,15,1,0.3,37
32697097,158891219,Brooklyn,Bushwick,Entire home/apt,300,2,10,2.83,112
32697582,69784014,Manhattan,Upper East Side,Entire home/apt,105,3,10,2.56,0
32697647,199075581,Queens,Jamaica,Entire home/apt,135,1,23,8.52,121
32698370,244438661,Manhattan,Upper West Side,Entire home/apt,200,3,3,0.79,0
32698909,241236910,Bronx,Wakefield,Private room,75,2,11,3.17,54
32699108,74116175,Queens,Long Island City,Entire home/apt,300,2,7,2.26,40
32699916,180523383,Manhattan,East Harlem,Entire home/apt,185,1,5,1.2,338
32699981,144224025,Brooklyn,Bushwick,Private room,45,1,14,3.23,189
32700870,245324678,Manhattan,Midtown,Entire home/apt,199,2,10,2.97,103
32701394,130185535,Manhattan,East Village,Private room,60,60,0,,147
32701542,244453286,Queens,Sunnyside,Entire home/apt,180,3,10,2.48,123
32702033,18170444,Brooklyn,Carroll Gardens,Private room,80,2,13,3.42,160
32704496,163749958,Manhattan,Kips Bay,Shared room,39,2,1,0.5,365
32705496,110001729,Manhattan,Harlem,Entire home/apt,113,2,3,0.84,35
32711107,206758177,Manhattan,Upper West Side,Entire home/apt,234,1,27,6.69,51
32711759,21056486,Manhattan,Midtown,Entire home/apt,150,10,0,,111
32713924,22125997,Bronx,Westchester Square,Private room,50,3,6,1.62,27
32714098,30283594,Manhattan,Hell's Kitchen,Entire home/apt,302,30,0,,364
32714417,30283594,Manhattan,Hell's Kitchen,Entire home/apt,350,30,0,,364
32714435,30283594,Manhattan,Hell's Kitchen,Entire home/apt,350,30,0,,364
32714651,29525065,Manhattan,Upper West Side,Entire home/apt,120,30,1,0.75,311
32715168,195509478,Queens,Maspeth,Private room,55,1,2,1.82,152
32716117,125981804,Brooklyn,Brooklyn Heights,Entire home/apt,110,7,0,,151
32716275,205764159,Manhattan,Lower East Side,Entire home/apt,170,2,1,0.7,8
32717193,245878254,Brooklyn,Greenpoint,Entire home/apt,189,2,9,3.51,60
32717623,242962235,Queens,Ridgewood,Private room,42,30,3,0.86,311
32717722,242962235,Queens,Ridgewood,Private room,45,30,1,1.0,309
32717887,43494916,Brooklyn,Crown Heights,Entire home/apt,132,3,0,,0
32718064,15538629,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,3,12,4.0,301
32718338,24809291,Brooklyn,Williamsburg,Entire home/apt,130,5,1,0.48,121
32718483,25059364,Manhattan,Kips Bay,Private room,94,1,23,5.9,55
32719444,34313176,Queens,Rego Park,Entire home/apt,239,2,0,,299
32721182,245805416,Brooklyn,DUMBO,Entire home/apt,375,3,2,2.0,242
32721316,64222121,Manhattan,Midtown,Private room,450,3,0,,160
32721564,90463984,Queens,Richmond Hill,Entire home/apt,120,7,0,,52
32722219,19303369,Manhattan,Inwood,Private room,27,29,1,0.77,32
32722262,212338108,Manhattan,Harlem,Private room,125,1,2,2.0,139
32722385,6753972,Brooklyn,Bedford-Stuyvesant,Private room,60,1,1,0.67,95
32723619,111466,Brooklyn,Williamsburg,Entire home/apt,250,4,1,1.0,122
32724046,4726371,Brooklyn,Gowanus,Entire home/apt,175,2,4,1.2,0
32724719,42164373,Brooklyn,Bushwick,Entire home/apt,50,3,1,0.28,0
32724929,58994794,Brooklyn,Bedford-Stuyvesant,Private room,72,1,3,1.11,311
32725337,241694782,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,1,6,1.49,68
32725374,762610,Queens,Arverne,Private room,35,3,11,2.73,54
32726051,4113106,Manhattan,Harlem,Private room,80,1,17,4.21,177
32726513,246096171,Brooklyn,Bedford-Stuyvesant,Private room,55,1,22,6.11,12
32726808,219727469,Brooklyn,Bedford-Stuyvesant,Private room,75,1,17,4.51,227
32729130,50333451,Manhattan,Chinatown,Entire home/apt,151,12,0,,0
32731541,49758877,Brooklyn,Bedford-Stuyvesant,Shared room,30,18,8,1.89,27
32732490,106067584,Brooklyn,Bedford-Stuyvesant,Private room,225,1,0,,179
32733884,103240731,Manhattan,East Village,Entire home/apt,150,3,0,,0
32734625,241390361,Brooklyn,Bedford-Stuyvesant,Private room,55,2,22,5.2,45
32735694,24386929,Brooklyn,Bushwick,Private room,40,10,1,0.3,0
32736925,246173897,Manhattan,Lower East Side,Entire home/apt,150,2,8,2.24,33
32737146,22544960,Brooklyn,Williamsburg,Private room,85,3,0,,0
32737169,50741398,Manhattan,Upper West Side,Private room,80,1,10,2.38,0
32739824,94038074,Manhattan,Upper East Side,Entire home/apt,111,2,5,1.39,0
32739899,245637171,Manhattan,East Village,Private room,82,30,1,0.51,364
32740310,219517861,Manhattan,Murray Hill,Entire home/apt,262,2,9,2.35,113
32740475,219517861,Manhattan,Murray Hill,Entire home/apt,244,2,9,2.31,133
32740570,219517861,Manhattan,Murray Hill,Entire home/apt,240,2,8,1.95,105
32740761,181889371,Brooklyn,Sea Gate,Entire home/apt,1315,10,0,,0
32740979,52970439,Queens,Astoria,Entire home/apt,110,2,6,1.54,309
32741043,18318834,Brooklyn,Clinton Hill,Private room,50,2,12,2.98,0
32742238,161514941,Brooklyn,Cypress Hills,Private room,38,1,10,2.46,365
32742915,246194760,Queens,East Elmhurst,Private room,33,1,17,6.46,208
32742923,221901576,Manhattan,West Village,Entire home/apt,217,105,0,,85
32743311,246222122,Manhattan,East Village,Entire home/apt,220,4,9,2.23,233
32743787,2839817,Brooklyn,Bedford-Stuyvesant,Private room,150,4,0,,179
32744022,246232599,Manhattan,Upper West Side,Entire home/apt,123,7,2,0.65,0
32744084,118385679,Brooklyn,Williamsburg,Private room,50,1,12,3.13,13
32744206,163749958,Manhattan,Kips Bay,Shared room,39,2,1,1.0,345
32744748,246239362,Queens,Belle Harbor,Entire home/apt,85,1,0,,33
32745294,242631139,Brooklyn,East Flatbush,Private room,100,2,4,1.85,360
32745711,242631139,Brooklyn,East Flatbush,Private room,110,2,6,2.54,354
32746895,5560274,Brooklyn,Crown Heights,Entire home/apt,250,5,3,1.15,179
32747955,203890641,Queens,Ditmars Steinway,Private room,85,3,13,3.71,208
32748003,246272839,Queens,Flushing,Entire home/apt,85,1,5,1.69,145
32748646,230745945,Manhattan,Chelsea,Private room,80,1,3,2.5,0
32749109,51596474,Brooklyn,Bay Ridge,Shared room,30,12,2,0.86,0
32749511,246290852,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,28,0,,264
32749800,53725579,Manhattan,Washington Heights,Private room,45,1,25,5.95,205
32750252,33287445,Queens,Elmhurst,Private room,70,1,6,1.61,89
32750384,62803,Brooklyn,Brownsville,Private room,44,9,4,1.29,12
32757476,245394439,Manhattan,Harlem,Entire home/apt,181,2,15,4.21,22
32758570,144008701,Manhattan,Harlem,Private room,37,15,0,,32
32759322,160187991,Manhattan,East Harlem,Private room,65,2,2,2.0,125
32759711,115136074,Queens,Springfield Gardens,Private room,70,2,12,2.95,89
32760292,245333087,Manhattan,Murray Hill,Entire home/apt,650,5,2,0.6,339
32760468,140433148,Brooklyn,Bushwick,Private room,53,30,0,,142
32762071,18272280,Brooklyn,Bedford-Stuyvesant,Private room,51,1,1,0.25,0
32763453,31518987,Manhattan,Chelsea,Private room,150,1,0,,90
32764445,5313154,Manhattan,Washington Heights,Entire home/apt,199,30,0,,98
32764575,1844921,Manhattan,Chelsea,Private room,140,2,7,2.73,11
32764647,44169567,Queens,Astoria,Entire home/apt,170,1,1,0.52,60
32765655,2915668,Brooklyn,Williamsburg,Private room,65,3,0,,0
32765984,16509151,Queens,Forest Hills,Private room,79,2,2,0.55,85
32765985,243367528,Queens,Astoria,Shared room,36,1,10,2.36,313
32766010,246432505,Manhattan,Midtown,Entire home/apt,145,1,7,1.74,0
32770241,137358866,Queens,Sunnyside,Private room,35,30,0,,191
32770484,192187594,Queens,Maspeth,Private room,55,2,9,2.35,180
32773207,246456163,Manhattan,Chelsea,Entire home/apt,149,2,9,3.03,151
32775747,16479647,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,8,2.03,0
32777169,53725579,Manhattan,Washington Heights,Private room,45,1,20,4.88,227
32777705,201015598,Brooklyn,Bedford-Stuyvesant,Shared room,28,1,5,1.5,89
32779148,1135032,Brooklyn,Red Hook,Private room,55,2,1,0.43,5
32780360,145573505,Manhattan,Hell's Kitchen,Entire home/apt,400,2,19,6.2,95
32781823,5592622,Queens,Astoria,Private room,115,1,4,1.05,90
32782675,140125433,Bronx,Williamsbridge,Private room,39,3,6,1.57,49
32783284,246589575,Brooklyn,Brighton Beach,Entire home/apt,84,30,0,,0
32783365,25312503,Manhattan,East Village,Entire home/apt,158,1,16,5.05,70
32783755,12680161,Brooklyn,Boerum Hill,Entire home/apt,175,1,12,3.13,40
32784434,246331794,Manhattan,Murray Hill,Entire home/apt,300,1,29,7.13,247
32784607,10994728,Brooklyn,Williamsburg,Entire home/apt,150,3,2,0.77,159
32785169,20433973,Bronx,City Island,Private room,95,1,6,1.65,359
32785423,3040104,Brooklyn,Park Slope,Entire home/apt,140,4,9,2.33,227
32786031,10783378,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,108,29,0,,0
32786180,234393604,Queens,Middle Village,Private room,28,1,21,6.49,14
32786275,82940021,Manhattan,Hell's Kitchen,Entire home/apt,145,3,9,3.55,6
32787798,246622509,Brooklyn,Sheepshead Bay,Private room,60,3,2,0.51,158
32788167,1786901,Manhattan,Upper East Side,Private room,80,3,8,2.4,50
32788343,9773038,Brooklyn,Bedford-Stuyvesant,Private room,52,5,4,2.0,23
32788464,53149725,Manhattan,Upper East Side,Entire home/apt,145,7,13,3.17,34
32788864,9773038,Brooklyn,Bedford-Stuyvesant,Private room,48,5,6,1.91,28
32788877,193111692,Queens,Astoria,Private room,75,21,0,,0
32788887,481630,Brooklyn,Bedford-Stuyvesant,Private room,50,7,2,1.33,4
32789261,246653349,Bronx,Baychester,Entire home/apt,101,2,11,3.4,46
32789884,4361061,Queens,Astoria,Private room,62,1,7,2.1,25
32790135,246664340,Manhattan,West Village,Entire home/apt,175,1,4,1.4,5
32790345,246666261,Bronx,Claremont Village,Private room,55,1,8,2.67,358
32790547,246665018,Queens,Long Island City,Private room,60,7,1,1.0,115
32792015,63966717,Bronx,Fordham,Private room,59,3,0,,0
32792151,246681878,Brooklyn,Fort Greene,Entire home/apt,145,1,19,5.18,30
32792802,5861806,Manhattan,Upper East Side,Entire home/apt,140,2,4,1.4,0
32792849,19303369,Manhattan,Inwood,Private room,33,30,0,,0
32792970,19303369,Manhattan,Inwood,Private room,33,29,1,0.79,32
32794232,16664377,Manhattan,Lower East Side,Private room,75,1,6,2.02,155
32795950,246717334,Staten Island,Mariners Harbor,Private room,63,1,10,2.65,179
32798710,211136294,Bronx,Schuylerville,Private room,62,1,14,6.36,229
32799550,211136294,Bronx,Schuylerville,Private room,65,2,5,1.9,183
32801102,209587921,Manhattan,Kips Bay,Entire home/apt,199,2,6,1.91,237
32801214,211136294,Bronx,Schuylerville,Private room,150,1,24,8.37,247
32802231,29602688,Manhattan,East Harlem,Entire home/apt,130,2,6,1.82,2
32802904,207000645,Manhattan,East Village,Entire home/apt,190,1,1,0.63,365
32803072,244819285,Manhattan,Greenwich Village,Private room,100,3,6,1.88,175
32805038,105448689,Manhattan,Chelsea,Entire home/apt,139,5,0,,29
32805276,154843406,Manhattan,Harlem,Private room,50,2,11,4.18,64
32805414,244370442,Manhattan,Theater District,Private room,339,1,18,6.59,364
32806692,9089718,Brooklyn,Williamsburg,Entire home/apt,129,5,1,0.24,14
32806789,246791914,Brooklyn,Williamsburg,Entire home/apt,200,2,8,2.67,2
32807364,174668332,Brooklyn,Bedford-Stuyvesant,Private room,76,1,7,1.72,0
32808169,4606577,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,4,0,,0
32808737,219517861,Manhattan,Murray Hill,Entire home/apt,231,2,5,1.32,82
32808795,27559933,Manhattan,West Village,Entire home/apt,300,2,7,2.44,104
